question_id,question_type_id,stem,allow_text
1812,5,"My dog sits when you tell him, but I don't remember

____________________ (teach)that to him.",1
1813,5,Did you teach _________________________ (do) that?,1
1814,4,"You should type your essay in Microsoft Word first.  It should be 2-4 pages double spaced.  Once you have finished your essay, copy and paste it into the online homework program.  Don't forget:

- your essay should be 2-4 pages long
- do NOT include your name
- do NOT double space in the online submission program

Your essay should be well-developed, include a hook, a thesis statement, transitions, and interesting details.",1
1815,1,"Include at least 10 nouns in your description.  Your grade will be based on:
Accuracy               ____/5
Frequency/variety ____/2.5
Appropriateness   ____/2.5",1
1816,1,"Revise your paragraph using my comments and the Revising Checklist on page 44 of your textbook.  Submit your revision in this program, but don't forget to bring your first and second drafts to class on Friday, as well.  You must turn in all of your drafts to get full credit for this assignment.",1
1817,1,Write a short paragraph that describes something that you saw on your way to school today. Remember to use the articles a/the/0 as needed.,1
1818,2,How long had you been thinking about coming to the United States before you actually came here?,1
1819,2,What did your parents think of your idea?,1
1820,2,How did your parents meet?,1
1821,2,How long had they known each other before getting married?,1
1822,2,What is something that you had never done before coming to Pittsburgh?,1
1823,1,"Write about a personal achievement.  It can be something personal (like quitting smoking) or professional (like getting a job).  It can even be something related to being here, like successfully ordering food in a restaurant or getting help from your landlord (all in English!) about a problem you had.",1
1824,1,"Example:  The worst meal experience I've ever had happened about a year ago. It was my mother's birthday, so I made reservations at a very nice French restaurant in town.  The trouble started after we got there...",1
1825,4,Make sure that the version of your essay that you submit is single spaced and does NOT include your name.,1
1826,1,"Write about one of your achievements, for example, getting your driver's license, learning a new skill, or getting a job. What had you been doing before your achievement?  How did you prepare for it?  Had you considered giving up before you succeeded?  Use the past perfect and past progressive.",1
1827,2,"Why is Raul in a plexiglass box? (there may be multiple answers)

a. his body cannot control its own temperature
b. his mobility is limited 
c. he needs to communicate with his teachers and classmates through a 2-way sound system
d. he acts violently and the box helps protect other students
e. a part of his brain was damaged in a car crash",1
1828,2,"How did the accident affect young Raul's ability to learn? (there may be multiple answers)

a. it made him warmer than other children
b. it forced him to stay in a plexiglass box
c. it did not affect his ability to learn
d. it made him an above-average student
e. it made him work harder than other children",1
1829,2,"Why didn't the school put an air conditioner in Raul's classroom? (there may be multiple answers)

a. the other students didn't mind the heat
b. it was too expensive
c. a woman from Pennsylvania offered to pay for it
d. other people might have been jealous
e. Raul's parents preferred the plexiglass box",1
1830,2,"A law says that handicapped children should be educated in the ""least restrictive environment"" (paragraph 10).  In your own words, what does this phrase mean?  (write 1 sentence)",1
1831,2,"In paragraphs 1-3, find a word or phrase that means ""start again, begin after a pause.""",1
1832,2,"In paragraphs 4-7, find a word or phrase that means ""choices, possibilities.""",1
1833,2,"In paragraphs 8-10, find a word or phrase that means ""disappointed, saddened.""",1
1834,2,"In paragraphs 11-13, find a word or phrase that means ""said no to, rejected, refused, declined.""",1
1835,2,"Look at the first sentence in paragraph 8.  What is the subject of the main clause, and what is the verb?",1
1836,2,"Look at the sentence in paragraph 10.  What is the subject of the main clause, and what is the verb?",1
1837,2,"Why is Raul in a plexiglass box? (there may be multiple answers)

a. his body cannot control its own temperature
b. his mobility is limited 
c. he needs to communicate with his teachers and classmates through a 2-way sound system
d. he acts violently and the box helps protect other students
e. a part of his brain was damaged in a car crash",1
1838,2,"How did the accident affect young Raul's ability to learn? (there may be multiple answers)

a. it made him warmer than other children
b. it forced him to stay in a plexiglass box
c. it did not affect his ability to learn
d. it made him an above-average student
e. it made him work harder than other children",1
1839,2,"Why didn't the school put an air conditioner in Raul's classroom? (there may be multiple answers)

a. the other students didn't mind the heat
b. it was too expensive
c. a woman from Pennsylvania offered to pay for it
d. other people might have been jealous
e. Raul's parents preferred the plexiglass box",1
1840,2,"A law says that handicapped children should be educated in the ""least restrictive environment"" (paragraph 10). In your own words, what does this phrase mean? (write 1 sentence)",1
1841,2,"In paragraphs 1-3, find a word or phrase that means ""start again, begin after a pause.""",1
1842,2,"In paragraphs 4-7, find a word or phrase that means ""choices, possibilities.""",1
1843,2,"In paragraphs 8-10, find a word or phrase that means ""disappointed, saddened.""",1
1844,2,"In paragraphs 11-13, find a word or phrase that means ""said no to, rejected, refused, declined.""",1
1845,2,"Look at the first sentence in paragraph 8. What is the subject of the main clause, and what is the verb?",1
1846,2,"Look at the sentence in paragraph 10. What is the subject of the main clause, and what is the verb?",1
1847,1,Follow the directions on page 260 of your Grammar book. You must write at least 7 sentences for this assignment. This homework must be written in paragraph format.,1
1848,1,Revise your personal experience paragraph.  Use the revising checklist on page 44 of your textbook to help you.,1
1849,2,"From the text, list 2 reasons why Nickell is SKEPTICAL of Annette Martin?s psychic abilities.",1
1850,2,"Using examples from the text, explain how Martin?s psychic INSIGHTS help her to find missing people.",1
1851,2,Describe a time when you were DETERMINED to do something.  What did you do to make sure it happened?,1
1852,2,"What are some of the CREDENTIALS that a person needs to have to be a government leader (President, Premier, Prime Minister, etc.) in your country?",1
1853,2,What are 3 things that EVOKE memories of your childhood when you see or hear them?,1
1854,2,"From the text, list 2 reasons why Nickell is SKEPTICAL of Annette Martin?s psychic abilities.",1
1855,2,"Using examples from the text, explain how Martin?s psychic INSIGHTS help her to find missing people.",1
1856,2,Describe a time when you were DETERMINED to do something.  What did you do to make sure it happened?,1
1857,2,"What are some of the CREDENTIALS that a person needs to have to be a government leader (President, Premier, Prime Minister, etc.) in your country?",1
1858,2,What are 3 things that EVOKE memories of your childhood when you see or hear them?,1
1859,1,"Write a paragraph explaining an achievement, learning a new skill, or getting a job.  What had you been doing before your achievement?  How did you prepare for it?  Had you considered giving up before you succeeded?

Use the following tenses:  
simple past, 
present perfect, 
present perfect continuous, 
past perfect, 
past perfect continuous.

Example:  I got my driver's license yesterday.  Before I got behind the wheel, I'd been worrying about the road test.  but as soon as I started the car, I knew I could pass.",1
1860,2,"Look at the word ""While"" in the first line of paragraph 2.  Does it mean a) during or b) although?",1
1861,2,"Look at the word ""employ"" in paragraph 6.  Does it mean a) use or b) hire?",1
1862,2,"Look at the word ""capture"" in paragraph 7.  Does it mean a) grab and hold or b) portray?",1
1863,2,"Look at the word ""arose"" in paragraph 9.  Does it mean a) began or b) go up?",1
1864,2,"Look at the word ""favor"" in paragraph 10.  Does it mean a) good deed or b) popularity?",1
1865,2,"Look at the word ""root"" in paragraph 12.  Does it mean a) original or b) part of a plant?",1
1866,2,"Look at the word ""warriors"" in paragraph 14.  Does it mean a) soldiers or b) hard workers?",1
1867,2,"Look at the word ""over"" in the first line of paragraph 16.  Does it mean a) about or b) above?",1
1868,2,"Look at the word ""grasping"" in paragraph 16. Does it mean a) holding or b) understanding?",1
1869,2,"Look at the word ""catalog"" in paragraph 18.  Does it mean a) a large book of items for sale or viewing or b) to record items in an organized way?",1
1870,2,"Look at the word ""While"" in the first line of paragraph 2. Does it mean a) during or b) although?",1
1871,2,"Look at the word ""employ"" in paragraph 6. Does it mean a) use or b) hire?",1
1872,2,"Look at the word ""capture"" in paragraph 7. Does it mean a) grab and hold or b) portray?",1
1873,2,"Look at the word ""arose"" in paragraph 9. Does it mean a) began or b) went up?",1
1874,2,"Look at the word ""favor"" in paragraph 10. Does it mean a) good deed or b) popularity?",1
1875,2,"Look at the word ""root"" in paragraph 12. Does it mean a) original or b) part of a plant?",1
1876,2,"Look at the word ""warriors"" in paragraph 14. Does it mean a) soldiers or b) hard workers?",1
1877,2,"Look at the word ""over"" in the first line of paragraph 16. Does it mean a) about or b) above?",1
1878,2,"Look at the word ""grasping"" in paragraph 16. Does it mean a) holding or b) understanding?",1
1879,2,"Look at the word ""catalog"" in paragraph 18. Does it mean a) a large book of items for sale or viewing or b) to record items in an organized way?",1
1880,1,"Your paragraph will be graded on:

accuracy          ____/5
frequency/variety ____/2.5
appropriateness   ____/2.5",1
1881,1,"Read your personal experience paragraph again, and use my comments to revise it.  Remember to give specific details that support your topic, but do not include irrelevant sentences.  Also, be sure that you use signal words to organize your paragraph.  Bring your first draft to class with you; you will not receive credit for this assignment without the first draft.",1
1882,4,"Combine your introduction, body (3 supporting paragraphs), and conclusion to create one complete essay.  Don't forget to revise and edit!  If you have any questions, please e-mail your teacher.",1
1883,4,"Write the first draft of your process essay and submit it here.  Use the plan on page 85 of your text (and the notes from class) to help you.  If you have any questions, please email your teacher.",1
1884,1,"In Carol Crane's opinion ""the world would be rather flat"" without synethesia.  do you think it would be interesting or difficult to have this condition?  Why or why not?  Tie your opinion to information from the text.",1
1885,1,"Use at least 5 different quantifiers.

Your paragraph will be graded on the following:
accuracy:  _____/5
variety/frequency: _____/2.5
appropriateness:  _____/2.5",1
1886,2,"Why is it hard to see things that are far away at dusk, before the sun sets?  (dimmer)",1
1887,2,Who or what encouraged you to begin to study English?  (inspiration),1
1888,2,When you arrived in the US did you feel lonely or did you feel like you were among friends?  (isolated),1
1889,2,"""All ELI students should spend 3 hours doing homework each day.""  Do you agree or disagree with this statement?  (concur)",1
1890,2,"What is a topic that you would like to study in more depth, more fully?  (explore)",1
1891,1,"You can use exercise 5 on page 166 as a model if you want.

This assignment comes from page 166, exercise 9 in your book.",1
1892,1,x,1
1893,1,x,1
1894,1,x,1
1895,1,x,1
1896,1,x,1
1897,1,x,1
1898,1,x,1
1899,1,x,1
1900,1,Write about how you feel in your home.  What makes you feel good?  What makes you feel bad?  What would you like to change? Use phrasal verbs from lists 1 and 2.,1
1901,1,"Write a paragraph explaining the information from your chart or graph.  Use the signal words from page 50 of your textbook to describe the statistics from your graph.  Make sure that you have a strong topic sentence, and use the information in the graph to support your topic sentence.  Use the revision checklist on p.44 to check your work for mistakes.",1
1902,1,"Please also save, print your work, bring to class on Monday.",1
1903,1,"Please also save, print and bring your outline to class on Monday.",1
1904,4,"Revise, edit, and do your best to improve your paper.  Submit your final paper here.  If you have any questions, please e-mail or talk to your teacher.",1
1905,2,How many nations did the Reader?s Digest curriculum include?,1
1906,2,"According to the author, someone or something is helping American tobacco companies to encourage young people in other countries to smoke.  Who or what is helping these companies?",1
1907,2,"What is happening to older smokers, according to the author?",1
1908,2,"How many people will die early because of smoking, according to this article?",1
1909,2,"Find a word in paragraphs 1-2 that means ?teenagers, pre-adults??",1
1910,2,"In paragraph 5, find a noun that means ?limits, restrictions?.",1
1911,2,"In paragraphs 9-10, find a word that means ?possibilities, future opportunities.?",1
1912,2,"In paragraphs 11-12, find a word that means ?exactly, clearly.?",1
1913,2,How many nations did the Reader's Digest investigation include?,1
1914,2,"According to the author, someone or something is helping American tobacco companies to sell tobacco to young people in other countries.  Who or what is helping these companies?",1
1915,2,"What is happening to older smokers, according to the author?",1
1916,2,"How many people will die early because of smoking, according to this article?",1
1917,2,"Find a word in paragraphs 1-2 that means ""teenagers, pre-adults.""",1
1918,2,"In paragraph 5, find a noun that means ""limits, restrictions"".",1
1919,2,"In paragraphs 9-10, find a word that means ""possibilities, future opportunities""?",1
1920,2,"In paragraphs 11-12, find a word that means ""exactly, clearly.""",1
1921,2,How many nations did the Reader's Digest investigation include?,1
1922,2,"According to the author, someone or something is helping American tobacco companies to sell cigarettes to young people in other countries.  Who or what is helping these companies?",1
1923,2,"What is happening to older smokers, according to the author?",1
1924,2,"How many people will die early because of smoking, according to this article?",1
1925,2,"Find a word in paragraphs 1-2 that means ""teenagers, pre-adults.""",1
1926,2,"In paragraph 5, find a noun that means ""limits, restrictions"".",1
1927,2,"In paragraphs 9-10, find a word that means ""possibilities, future opportunities.""",1
1928,2,"In paragraphs 11-12, find a word that means ""exactly, clearly.""",1
1929,4,"Your essay should be in good form, with an introduction, 3 body paragraphs to support your thesis, and a conclusion paragraph that summarizes (see textbook for examples). Please ask if anything is not clear. The essay must be completed and submitted before class tomorrow, Tuesday, Oct. 23.",1
1930,4,"Revise your narrative essay making changes based on your teacher's feedback and/or any other changes that you feel are necessary.  Post your revised essay online.

Do NOT include your name when you submit your essay online.",1
1931,1,"Revise your chart/graph paragraph according to my suggestions.  Be careful to use signal words to organize the information, and use the revising checklist on page 44 of your textbooks to check for mistakes.",1
1932,2,What is the purpose of the Young Entrepreneurs Succeeding (YES)program?,1
1933,2,How do young people qualify for participation in YES?,1
1934,2,Who are the adults who participate in the YES program?,1
1935,2,What are 3 skills or suggestions offered by the professionals to the students in the program?,1
1936,1,Write the first draft of your process paragraph.  Refer to page 63 of your textbook for a reminder of the assignment.  Remember that this assignment should contain two paragraphs about your topic.  Connect your paragraphs with transitions words or repetition of key phrases from the first paragraph.,1
1937,4,"Make sure that you have sufficiently planned, organized and revised your essay.  You should also include transitions and connectors for compare/contrast statements.",1
1938,4,"Revise, edit, and do your best to improve your paper. Submit your final paper here. If you have any questions, please e-mail or talk to your teacher.",1
1939,4,"Revise, edit, and do your best to improve your paper. Submit your final paper here. If you have any questions, please e-mail or talk to your teacher.",1
1940,2,Have you ever hung up on anyone (or has anyone ever hung up on YOU)?,1
1941,2,Why don't some people hang their jackets up when they get home?,1
1942,2,Have you ever turned down a really good offer?  (Personal OR professional),1
1943,2,Have you ever worried about something that turned out to be fine?,1
1944,2,"When was the last time that you tried something out before buying it?  (Not clothes - that's ""try on"")",1
1945,1,"Think of an important decision you made in your life.  What would've happened if you had made a different decision?  How would your life be different now?

Use at least 4 conditional statements and 1 wish statement.",1
1946,2,catch on,1
1947,2,invest,1
1948,2,tip ( not money),1
1949,2,be broke,1
1950,2,practical,1
1951,1,Use conditional sentences and clauses with wish where appropriate!,1
1952,1,"Write a paragraph about a friend. You may want to begin your paragraph with one of the quotations from Exercise 9 on page 203 in your text. Use AT LEAST 8 adjective clauses with subject relative pronouns.  You may use the essay in exercise 5, p. 200 as a model, but DO NOT use the exact wording. 

Example:  Do friends have to be people WHO have the same interests or personality?  I don't think so.  My best friend Richie is someone WHOSE personality is completely different from mine...",1
1953,1,"Choose one of the topics on page 86 (A.) or page 88 (On Your Own) and make a list of the steps in the process; organize your list according to time order to write an outline. Then write your paragraph, including supporting sentences in time order. Make sure that you have adequately described each step in the process and use proper transitions. End with a conclusion that restates the purpose and summarizes the process. Check your writing to make sure it is logical and in good English form.",1
1954,1,see above,1
1955,1,Revise your process paragraph according to my recommendations.  Remember that this assignment must contain 2 paragraphs.,1
1956,2,"pulls up (paragraph 2)
a. moves upward
b. stops",1
1957,2,"As long as (paragraph 4)
a. the same length 
b. since, because",1
1958,2,"dropped (paragraph 7)
a. let slip to the ground
b. decreased",1
1959,2,"linked to (paragraph 11)
a. related to
b. chained to",1
1960,2,"Familiarity (paragraph 15)
a. similarity
b. recognition",1
1961,2,"before (paragraph 19)
a. happening earlier
b. visible to",1
1962,2,"mix (paragraph 21)
a. a combination 
b. go well together",1
1963,2,"splash across(paragraph 22)
a. run through water
b. publicize heavily",1
1964,2,"Just off (paragraph 24)
a. recently made or completed
b. very close to",1
1965,2,"chances are (paragraph 25)
a. it's likely that
b. it's certain that",1
1966,2,"pulls up (paragraph 2)
a. moves upward
b. stops",1
1967,2,"As long as (4)
a. the same length
b. since, because",1
1968,2,"dropped (7)
a. let slip to the ground
b. decreased",1
1969,2,"linked to (11)
a. related to
b. chained to",1
1970,2,"Familiarity
a. similarity
b. recognition",1
1971,2,"before (19)
a. happening earlier
b. visible to",1
1972,2,"mix (21)
a. a combination
b. go well together",1
1973,2,"splash across (22)
a. run through water
b. publicize heavily",1
1974,2,"Just off
a. recently made or completed
b. very close to",1
1975,2,"chances are
a. it's likely that
b. it's certain that",1
1976,2,What is something you do with lots of excitement? (enthusiastically),1
1977,2,How will speaking better English improve your life? (enhance),1
1978,2,"In your opinion, should the government be responsible for people?s health, comfort and happiness? (welfare)",1
1979,2,What are three ways to improve a child?s behavior? (conduct),1
1980,2,What was your reason for coming to the US?  (motivation),1
1981,2,"If you could choose any 10 years to visit, what decade would you choose and why?  (decade) Ex: the 1920s, the ?60s, etc.",1
1982,2,What is something you do with lots of excitement? (enthusiastically),1
1983,2,How will speaking better English improve your life? (enhance),1
1984,2,"In your opinion, should the government be responsible for people?s health, comfort and happiness? (welfare)",1
1985,2,What are three ways to improve a child?s behavior? (conduct),1
1986,2,What was your reason for coming to the US?  (motivation),1
1987,2,"If you could choose any 10 years to visit, what decade would you choose and why?  (decade) Ex: the 1920s, the ?60s, etc.",1
1988,1,Read the instructions.,1
1989,4,"Write the first draft of your classification essay and submit it here. Use the plan on page 95 of your text to help you.  If you have any questions, please email or talk to your teacher.",1
1990,1,"Practice using adjective clauses by writing a paragraph about a friend, an acquaintance or a colleague.",1
1991,2,"What does the word ""opens"" mean in the first paragraph? 
a. takes the top off
b. starts, introduces
c. thinks about, ponders",1
1992,2,Why was this topic (genetic discrimination) getting attention when Recer wrote this article?,1
1993,2,How do most Americans feel about insurance companies knowing their genetic codes?  How do you know?,1
1994,2,"Look at the word ""steps"" in paragraph 8.  What does it mean there?",1
1995,2,"Look at this sentence: ""Some studies have suggested that a mutation on chromosome 17 predisposes to the injury."" 
Rewrite this sentence without the words ""suggested"" and ""mutation"" and ""predisposes.""  Keep the same meaning.",1
1996,2,Are most employers using genetic testing now?  How do you know?,1
1997,2,"What is the main idea of this article?
a. Genetic research will improve our health but it may create new medical problems.
b. Some lawmakers want to ban genetic discrimination.
c. Genetic discrimination has been around for a long time but now it is becoming a serious problem.
d. Genetic research could lead to unequal treament of individuals.",1
1998,2,"What does the word ""opens"" mean in the first paragraph? 
a. takes the top off
b. starts, introduces
c. thinks about, ponders",1
1999,2,Why was this topic (genetic discrimination) getting attention when Recer wrote this article?,1
2000,2,How do most Americans feel about insurance companies knowing their genetic codes? How do you know?,1
2001,2,"Look at the word ""steps"" in paragraph 8. What does it mean there?",1
2002,2,"Look at this sentence: ""Some studies have suggested that a mutation on chromosome 17 predisposes to the injury."" 
Rewrite this sentence without the words ""suggested"" and ""mutation"" and ""predisposes."" Keep the same meaning.",1
2003,2,Are most employers using genetic testing now? How do you know?,1
2004,2,"What is the main idea of this article?
a. Genetic research will improve our health but it may create new medical problems.
b. Some lawmakers want to ban genetic discrimination.
c. Genetic discrimination has been around for a long time but now it is becoming a serious problem.
d. Genetic research could lead to unequal treament of individuals.",1
2005,1,Discuss the meaning and the humor of 2 or 3 of the bumper stickers on p. 373.  Use each of the phrases or clauses in the box in your commentary.   Be sure to use complete sentences!,1
2006,1,Be sure to pay attention to subject-verb agreement and past or present tense.,1
2007,1,"Remember, this is a process paragraph.  Please use signal words from p. 28 to connect your ideas and guide the reader.",1
2008,1,Do you feel... lucky?,1
2009,1,"Do you agree with the opinions expressed in the text, or do you feel that corporations should be allowed to choose freely how they address issues of corporate social responsibility?  Why?",1
2010,0,,1
2011,2,,0
2012,2,What do you want to do?,0
2013,0,,1
2014,2,,0
2015,2,What is it?!,0
2016,1,"Survey: Gas prices jump to near $3 a gallon

(CNN) -- The price of a gallon of gasoline has jumped back up near $3 a gallon, according to a survey published Sunday.

The Lundberg Survey found the average price for a gallon of self-serve regular was $2.96 on Friday, up 16 cents from the previous survey two weeks earlier.

If crude oil prices don't retreat, gas prices could easily cross back over the $3 mark on average, said publisher Trilby Lundberg.

Prices reached an all-time high of $3.18 in May.

The current price, $2.96, is 78 cents higher than it was one year ago, Lundberg said.

The survey looks at thousands of gas stations across the country. It found the highest average price for a gallon of self-serve regular was in San Francisco, at $3.28. The lowest was in Newark, New Jersey, at $2.73.",1
2017,0,,1
2018,2,,0
2019,2,What?,0
2020,1,"You may use your maps, textbook and the internet.",1
2021,1,"Report what your partner described.  Also report what 3 questions you asked your partner.

Try to vary what reporting verbs you use.",1
2022,0,,1
2023,5,,0
2024,5,What's it?,0
2025,0,,1
2026,2,,0
2027,2,Whatt?1,0
2028,1,How might the information in the diagrams affect the way you give feedback to others?,1
2029,1,"Remember to write two paragraphs about your family member.  The first paragraph should be a physical description of the person, and the second paragraph should describe another characteristic of the person.  Use transition words and phrases to connect your paragraphs.",1
2030,1,see above,1
2031,4,"Revise, edit, and do your best to improve your paper. Submit your final paper here. If you have any questions, please e-mail or talk to your teacher.",1
2032,1,Write it bro.,1
2033,1,Write a paragraph about a dilemma that you have faced.,1
2034,4,What do you want to write?,1
2035,4,Write something testlike.,1
2036,1,Testing timeout,1
2037,1,Testing timeout,1
2038,0,,1
2039,2,,0
2040,2,Testing timeout,0
2041,1,Testing timeout,1
2042,2,,1
2043,2,Testing timeout,1
2044,1,Testing timeout,1
2045,5,Testing timeout,1
2046,0,,1
2047,2,,0
2048,2,Testing timeout,0
2049,1,Testing timeout,1
2050,2,,1
2051,2,Testing timeout,1
2052,2,What is the author's attitude toward Bhutto (a former Pakistani leader)?,1
2053,2,"What is the author's attitude toward Yudhoyono, the Indonesian leader?",1
2054,2,"What has happened to the business community in Pakistan under Musharraf, according to the author?",1
2055,2,"According to the author, what do most Pakistanis expect the U.S. government to do in regard to Musharraf?",1
2056,2,"What would be the most significant result if the U.S. abandoned Musharraf, in the author's view?",1
2057,2,"What does the word ""siphon"" (paragraph 1) mean in this context?",1
2058,2,"What does the word ""vibrant"" (paragraphs 1 and 3) mean in these contexts?",1
2059,2,"What does the word ""stooge"" (paragraph 2) mean in this context?",1
2060,2,"What does the phrase ""spread its tentacles"" (paragraph 3) mean in this context?",1
2061,2,"What does the phrase ""throwing in with"" (paragraph 4) mean in this context?",1
2062,2,Look at the first 2 sentences of paragraph 1.  What are the subjects of these sentences? (write 2 answers),1
2063,2,"Look at the pronoun ""It"" at the start of the 2nd sentence in paragraph 3.  Who or what does this pronoun represent here?",1
2064,2,What is the author's attitude toward Bhutto (a former Pakistani leader)?,1
2065,2,"What is the author's attitude toward Yudhoyono, the Indonesian leader?",1
2066,2,"What has happened to the business community in Pakistan under Musharraf, according to the author?",1
2067,2,"According to the author, what do most Pakistanis expect the U.S. government to do in regard to Musharraf?",1
2068,2,"What would be the most significant result if the U.S. abandoned Musharraf, in the author's view?",1
2069,2,"What does the word ""siphon"" (paragraph 1) mean in this context?",1
2070,2,"What does the word ""vibrant"" (paragraphs 1 and 3) mean in these contexts?",1
2071,2,"What does the word ""vibrant"" (paragraphs 1 and 3) mean in these contexts?",1
2072,2,"What does the phrase ""spread its tentacles"" (paragraph 3) mean in this context?",1
2073,2,"What does the phrase ""throwing in with"" (paragraph 4) mean in this context?",1
2074,2,Look at the first 2 sentences of paragraph 1. What are the subjects of these sentences? (write 2 answers),1
2075,2,"Look at the pronoun ""It"" at the start of the 2nd sentence in paragraph 3. Who or what does this pronoun represent here?",1
2076,,,
2077,2,,1
2078,2,Testing timeout,1
2079,1,"Write about a dilemma that you have faced.  Discuss what you and others SHOULD HAVE, OUGHT TO HAVE, MIGHT HAVE, or COULD HAVE done in the situation. Use exercise 4 as a model.

Use 4 modals in the affirmative and 2 in the negative.  Write at least 6 sentences.",1
2080,2,,1
2081,2,do't,1
2082,1,just wri'te about anything,1
2083,0,,1
2084,2,,0
2085,,,
2086,0,,1
2087,2,,0
2088,,,
2089,,,
2090,0,,1
2091,2,,0
2092,,,
2093,,,
2094,,,
2095,,,
2096,2,,1
2097,,,
2098,,,
2099,2,,1
2100,,,
2101,,,
2102,1,sdgsgfs',1
2103,,,
2104,,,
2105,4,test essay,1
2106,1,Read my comments on your first draft and revise your paragraph according to my suggestions.,1
2107,1,see above,1
2108,1,Make your report of this conversation be a report - meaning a coherent paragraph.  Think about how the reporting verbs can contribute to this coherence.,1
2109,1,"include in your review at least 2 quantifier adjective clauses and 2 reduced adjective clauses.

accuracy  _____/5
frequency/variety _____/2.5
appropriateness  _____/2.5",1
2110,2,"For one thing, the cost of supporting a BURGEONING elderly population will place ENORMOUS strains on the world's economy. (paragraph 5)",1
2111,2,"By 2030, ABSENT increases in retirement ages, this ratio will FALL to 1.5 to 1. (paragraph 7)",1
2112,2,"And in the future, that GAP will probably WIDEN. (paragraph 7)",1
2113,2,One OPTION is the raise taxes on the DIMINISHING number of workers. (paragraph 8),1
2114,2,"Another option would be to CUT benefits, but GIVEN the political and ethical OBSTACLES, this approach is likely to be PUT OFF as long as possible. (paragraph 8)",1
2115,2,"And, at some POINT, that could DESTABILIZE the world economy.  (paragraph 9)",1
2116,2,"Even Africa, the world's youngest continent, is more and more BURDENED by aging ISSUES. (paragraph 14)",1
2117,2,"The PLIGHT of Grace Ngondo of Zimbabwe PROVIDES a good CASE STUDY. (note: ""case study"" is one phrase)(paragraph 15)",1
2118,2,"For one thing, the cost of supporting a BURGEONING elderly population will place ENORMOUS strains on the world's economy. (paragraph 5)",1
2119,2,"By 2030, ABSENT increases in retirement ages, this ratio will FALL to 1.5 to 1. (paragraph 7)",1
2120,2,"And in the future, that GAP will probably WIDEN. (paragraph 7)",1
2121,2,One OPTION is the raise taxes on the DIMINISHING number of workers. (paragraph 8),1
2122,2,"Another option would be to CUT benefits, but GIVEN the political and ethical OBSTACLES, this approach is likely to be PUT OFF as long as possible. (paragraph 8)",1
2123,2,"And, at some POINT, that could DESTABILIZE the world economy.  (paragraph 9)",1
2124,2,"Even Africa, the world's youngest continent, is more and more BURDENED by aging ISSUES. (paragraph 14)",1
2125,2,"The PLIGHT of Grace Ngondo of Zimbabwe PROVIDES a good CASE STUDY. (note: ""case study"" is one phrase)(paragraph 15)",1
2126,2,"strain, happy, tense",1
2127,2,"reduce, expand, diminish",1
2128,2,"feat, damage, accomplishment",1
2129,2,"terrible, splendid, dire",1
2130,2,"difference, gap, resemblance",1
2131,2,"enthusiastic, depressed, exuberant",1
2132,2,"rise, escalate, absent",1
2133,2,"increase, shrink, reduce",1
2134,2,"difficulty, obstacle, attitude",1
2135,2,"capacity, inevitability, maximum",1
2136,2,"bliss, hunger, famine",1
2137,2,"debt, fertility, borrow",1
2138,2,"ravage, improve, devastate",1
2139,2,"surpass, exceed, toil",1
2140,2,"spend, plummet, fall",1
2141,2,"strain, happy, tense",1
2142,2,"reduce, expand, diminish",1
2143,2,"feat, damage, accomplishment",1
2144,2,"terrible, splendid, dire",1
2145,2,"difference, gap, resemblance",1
2146,2,"enthusiastic, depressed, exuberant",1
2147,2,"rise, escalate, absent",1
2148,2,"increase, shrink, reduce",1
2149,2,"difficulty, obstacle, attitude",1
2150,2,"capacity, inevitability, maximum",1
2151,2,"bliss, hunger, famine",1
2152,2,"debt, fertility, borrow",1
2153,2,"ravage, improve, devastate",1
2154,2,"surpass, exceed, toil",1
2155,2,"spend, plummet, fall",1
2156,4,quotes,1
2157,4,Terst quotes,1
2158,4,Quotes,1
2159,4,quote testing,1
2160,0,,1
2161,2,,0
2162,2,Testing quotes,0
2163,0,,1
2164,5,,0
2165,5,Testing quotes________________Testing quotes,0
2166,0,,1
2167,2,,0
2168,2,Testing quotes,0
2169,1,Testing quotes,1
2170,4,Testing quotes,1
2171,1,Testing quotes,1
2172,2,,1
2173,2,Testing quotes,1
2174,5,Testing quotes_____________Testing quotes,1
2175,6,,1
2176,6,Testing quotes___________________________________________Testing quotes,1
2177,4,"Do you agree or disagree with the following statement? Use specific reasons and examples to support your answer.

   Always telling the truth is the most important consideration in any relationship.",1
2178,1,"Directions: 
Write a paragraph about the things that your partner has done. Also, include additional information about your partner's activities such as why or where they did the activity. 

You must write 9 sentences.
You must use the present perfect AT LEAST 5 times. 

This assignment must be submitted by Monday 11/19/2007 at 11:00.",1
2179,,,
2180,4,"Write your classification essay and submit it here. (Remember, you will only write ONE draft of this particular essay.) Use the plan on page 108 of your text to help you. You must incorporate the words/ideas of one author into the body of your essay--use either one quotation OR paraphrase one piece of information. If you have any questions, please email or talk to your teacher.",1
2181,4,"Write your cause or effect essay and submit it here. (Remember, you will write only ONE draft of this particular essay.) Use the plan on page 108 of your text to help you. You must incorporate the words/ideas of one author into the body of your essay--use either one quotation OR paraphrase one piece of information. Don't forget to use an in-text citation and list the reference information at the end of your essay. If you have any questions, please email or talk to your teacher.",1
2182,4,Test it,1
2183,4,Stem,1
2184,0,,1
2185,2,,0
2186,,,
2187,2,,1
2188,,,
2189,0,,1
