question_id,Inferred Stim Info [or notes],New Notes,Judgment Value ,Original Stim Info
2906,,,1,"Look at the picture of Elephant Rock Beach on page 77 of your textbook. Pretend you are on vacation there and write a postcard to your friend describing it. Use at least nine of the following descriptive words: clean, cold, colorful, cool, crowded, dirty, flat, hilly, hot, humid, industrial, modern, mountainous, narrow, old, quiet, rural, sandy, spectacular, wide, windy. Submit your paragraph below. You will be graded on content, organization and mechanics."
2924,[1 chinese response removed (not 60 words)],Different topics but similar format,3,"Write about the application procedure for getting a driver's license, passport, school admission, or a new job.  What do you have to do?  What don't you have to do?  Use ""have to"", ""don't have to"", ""must"", and ""must not"" in your paragraph."
2936,,,2,"Write about a dilemma you have faced.  Use should have, might have or could have to express advisability in the past."
2937,,,2,Make revisions to your essay as needed and submit your final version here.
2965,,,2,above
2968,,,2,Be sure to include an interesting topic sentence that introduces the focus of the paragraph.
2976,,,2,"Ex. 6, page 8
Write a paragraph of 6-7 sentences to introduce yourself to your class.  Write about your name, your interests and hobbies, and your plans.  Use the SIMPLE PRESENT and PRESENT PROGRESSIVE.  You can use the profile in Ex. 3 or the Introduction on p. 2 as a model.  Use each tense AT LEAST 2 times.

DO NOT SKIP LINES!!"
2980,,,2,Try to use at least 3 examples of past progressive and 5 examples of simple past.
2988,,,2,"Write a paragraph about a relationship that is important to you.  How did you meet?  What were you doing when you met?  Describe some events in the relationship.  Write 6 or 7 sentences.  Use the SIMPLE PAST & PAST PROGRESSIVE AT LEAST 2 times each. 

Example:  I met my friend Dania while I was living in Germany..."
3014,,Multiple topics,3,"Remember, this essay should be just FOUR (4) paragraphs."
3019,,,2,"Write one paragraph of 6-7 sentences about a friend.  Use ADJECTIVE CLAUSES with SUBJECT RELATIVE PRONOUNS.You can use the essay in Exercise 5, page 200 of your text, as a model.

Example:  Do friends have to be people WHO have the same interests or personality?  I don't think so.  My best friend Richie is someone WHOSE personality is completely different from mine..."
3028,,,2,see above
3031,,,3,Comparison-contrast essay
3034,,,3,Cause-effect
3059,[Essay written about some large problem],Multiple topics,3,Pay attention to writing interesting introduction and conclusion paragraphs.
3073,,,2,"Write about how you feel in your home, office, or classroom.  What makes you feel good?  What makes you feel bad?  What would you like to change?  Write 5-7 sentences using at least 8 phrasal verbs.  You can use the journal entry in Exercise 5, page 166, as a model.

For example:  My dorm room is bright and sunny.  The room always cheers me up when I get back from a hard day.  I picked out the curtains...."
3074,,,2,"Use at least 10 phrasal verbs in your paragraph.
You can use the phrasal verbs in Ex. 10 or from your pink phrasal verb list."
3081,,Misc topics,3,Remember to include the problem AND solution!
3089,,,1,Good luck!
3105,,,3,"Use at least 4 different modals in the past:
should have + p.p.
could have + p.p.
might have + p.p.
had to"
3130,,,2,Do Exercise 10 on p247.
3142,,,3,Remember to include a topic sentence!
3194,,,1,"The article states that the future contribution of English will be to create generations of bilingual and multilingual speakers.  Explain what this means.  How does Nye's experience in 'Gate 4A' agree with or contradict the argument in ""English seen as co-star."""
3226,"[How to do a certain task or learn something, examples being planning vacation, cooking, getting a job.]",Multiple topics,3,xx
3259,,,1,"After reading ""The Politics of Travel,"" do you think the Achuar's eco-tourism lodge is protecting the environment or is potentially harming the environment? Why or why not?"
3285,,,1,Remember to include an introduction and conclusion.
3288,,,2,"Your topic sentence can be:  ""I met my friend Diana while I was living in Germany.""  Your supporting sentences will describe some events in the relationship.  Be sure to use the correct verb tense."
3376,,"Only 1 resp about book, removed, 3lang ok",2,Write ONE PARAGRAPH about a movie you have seen or a book you have read.  Tell me about the characters and what they did.  Use as many adjective clauses as possible in every sentence of your paragraph.
3426,[Some sort of comparison between two opposing ideas],Different topics but all appear to be X vs Y format,3,xx
3438,,Multiple topics,3,Remember to include a clear thesis statement.
3440,[1 chinese response removed],,2,"call back     come up     end up     figure out   find out     give up
go on        go over      hang up   hold on     keep on      pick up
sign up      talk into    think over  turn down turn out     wake up"
3447,,Multiple topics,3,xx
3475,,Multiple topics,3,Remember to incorporate AT LEAST three (3) of the core vocabulary words from the semester.
3491,,,1,"""Yolanda"" comes from a book entitled ""How the Garcia Girls Lost Their Accents.""  The book contains stories about the adjustments an immigrant family makes to build a life in a new country.  Think of the term 'accent' in the broadest sense, as a metaphor.  What can it mean to 'lose an accent' when moving to a new country? In what ways is her life different?"
3506,,Multiple topics,3,"Use all the grammar we have studied to describe this situation.  Focus on adverb clauses and phrases.  Whenever possible, use an adverb phrase."
3507,,,3,Be sure to use a variety of relative pronouns in this paragraph.
3597,[Readded due to fixing overlimit issue],Multiple topics,3,xx
3641,,"2 different topics, military and tobacco",3,xx
3707,,Different topics,3,Write a short paragraph using at least 6 gerunds or infinitives.
3708,[1 chinese response removed (not 60 words)],,3,"Write a short paragraph, and be sure to use MAKE, HAVE, LET, HELP, and, GET.  You may use exerciser 9 on page 148 as an example."
3739,,,1,"Check your writing before submitting it, please."
3743,,,2,What is one environmental problem that is somehow related to your country?  Tell me about it.
3755,,,2,"In your paragraph, talk about the following.  How did you meet?  What were you doing when you met?  Describe some events in the relationship.  

Use the simple past and the past progressive."
3788,,,3,"Use the writing prompt on p152 in your textbook.

Write only one paragraph."
3789,,,2,Write a paragraph about a relationship that is important to you. How did you meet? What were you doing when you met? Describe some events in the relationship. Use the simple past and the past progressive.
3790,,,1,"How has your country changed since you were a child?  What is different now compared to what it was like when you were younger.

Write about at least 3 differences:  What did it use to be like?
Be sure to use 'used to' at least 5 times and 'didn't use to' at least once"
3819,,Multiple topics,3,See directions above.
3829,,,3,above
3830,[1 korean response removed],,2,Think about things that you wanted to do in Pittsburgh when you arrived.  Write a paragraph about a few of the things that you have done and things that you haven't done.  Talk about why and why not.
3842,,,2,"Be sure to use lots of adjective clauses.  Unit 11 was only about full clauses, so DO NOT use any phrases (reduced clauses) in this paragraph."
3852,,"1 chinese response removed, 3lang ok",1,TOPIC: the importance of women
3879,,,2,Remember to choose only 1 question and write a full paragraph. Good luck!
3886,,,3,"Write a 5 paragraph essay about either the causes OR effects of a social, political, or economic problem in a country you are familiar with."
3889,,,1,above
3896,,Multiple topics,3,Be sure to correct all of the errors!
3897,,Multiple topics,3,Be sure to correct all of the errors!
3921,,Multiple topics,3,Be sure to bring your original composition (first draft) as well as the self-editing and peer-editing sheets.
3929,,,3,above
3943,,Multiple topics,3,Be sure to remove your name from your document
3951,,,1,Ex. 6 p. 248:  Write a paragraph about what 5 items you would take if you were going to be shipwrecked near a deserted tropical island.  Explain what quantities you would take and why you would take each item.  Do not write a list of items - describe them in complete sentences in a paragraph.
3955,,,1,In what ways has Yolanda turned out as her mother hoped and expected she would?  In what ways is her life different?  Use at least 3 vocabulary words from the text or 3 core words in your answer.
3975,,,2,This is a graded assignment.
3991,,2 different topics,3,Use the sentences to write ONE of the paragraphs.  Be sure to use Time subordinators (p. 101)!
4007,,,2,"Think about the things that we discussed in class today:
support sentences
unity
descriptions
'every time' = often
like to V - need to V - want to V -"
4008,,,2,"First, review the grammar notes on pages 171-172. Then, write a paragraph about an experience you have had on the phone. It could be a conversation with a friend, a wrong number, or a telemarketing call. Use at least five of the phrasal verbs from the list provided:

call back, come up, end up, figure out, find out, give up, go on, go over, hang up, hold on, keep on, pick up, sign up, talk into, think over, turn down, turn out, wake up"
4012,,,1,Talk about some things that had you never done before you came to Pittsburgh.
4019,,,3,above
4083,,,2,"Submit your paragraph below. You will be graded on:

_____ / 5 accuracy of grammar being studied
_____ / 2.5 frequency/variety of grammar being studied
_____ / 2.5 accuracy of other grammar

_____ / 10  TOTAL SCORE"
4085,,Multiple topics,3,Write your essay introduction here.
4089,,,3,above
4120,[1 korean response removed (not 60 words)],,1,"Imagine you are going to be stranded on a desert island for five weeks and can only take three of the following items with you. Write a short paragraph about which three items would you take and tell why you would take them. You MUSt use 5 different modals (see text p. 229-231).

____ / 5 accuracy of target grammar
____ / 2.5 frequency of target grammar
____ / 2.5 accuracy of other grammar

____ / 10 TOTAL SCORE"
4170,,,3,"Write either a paragraph OR a letter to a future student. You can describe the class, offer advice, or even warn that student about all the work :)  

It's your choice.  Just use your very best English."
4192,,,2,"Pay special attention to your use of ARTICLES and TENSE. 
See page 126 in your textbook for an example."
4197,,,1,"Remember that a summary includes only the main ideas and key details.  If you have any questions, refer back to the Outside Listening Report Assignment handout you received in class today."
4199,,,2,"In what ways does ""English Seen as Co-Star..."" support arguments made in the first article, ""...Dethroned""?  In what ways does it present a contrasting point of view?  Compare and contrast their perspectives on the future of English, of other widely used languages, and of minority languages.  Which article do you find more persuasive?  Why?"
4207,,,3,Write a five-paragraph essay about a holiday in your country.
4235,,,3,Use your outline and Introduction to complete a five-paragraph essay explaining the process of celebrating one of your holidays. Be sure to use time clauses. Try to include at least one passive voice sentence. Check your writing before you submit.
4236,[1 chinese response removed (not 60 words)],,2,Use at least 2 present progressive and 5 simple present verbs!
4256,,,2,above
4257,,,1,"The lecture in chapter 2 compared human and nonhuman primate behavior.  Based on what you learned from the chapter and the video, do you consider language to be a difference between human and nonhuman primates?  Why or why not?"
4260,,,3,OLR Summary
4261,,,1,!
4273,,,1,0
4276,,Multiple topics,2&3,x
4282,,,3,"Remember that a summary includes only the key points, not every detail."
4288,,,2,"Use at least 4 past tense verbs, two present perfect verbs and one present perfect progressive verb."
4289,,,1,"Write a short, well-organized essay about How to Find an Apartment (or House) in Pittsburgh. Think about how you will organize the information and write a brief outline of your main points before you start writing. This is a TIMED writing: you will have 40 minutes to complete the outline and draft."
4294,,,1,Write a five-paragraph essay about the causes of happiness
4303,,,2,"Write a paragraph (or a few paragraphs if necessary) about yourself for a personal website like the on on page 19 of your textbook. Tell about your hobbies and interests. Be sure to use the simple past, the present perfect and the present perfect progressive two times EACH.  You will be graded on:

_____ / 5 accuracy of grammar being studied
_____ / 2.5 frequency of grammar being studied
_____ / 2.5 accuracy of other grammar
----------------------------------------
_____ / 10  TOTAL SCORE"
4304,,,1,"Use the Outline you wrote on pages 67-68  to write an essay about the causes or effects of happiness. Pay attention to your cause and effect structures; use connectors and vary the order of the main clause and subordinate (dependent) clause in your sentences. Please proofread (check carefully) your writing before submitting it. You will be able to revise this draft later, but please submit only ONE version for Thursday, Feb. 18."
4305,,,2,above
4315,,,2,"Think of a movie or a book that you either loved or hated.  Tell me about it, and state why you feel the way you do.  Be sure to use lots of adjective phrases and adjective clauses with prepositions in your response. ;)"
4338,,,2,above
4339,,,3,"Submit your summary for your Outside Listening Report here. Your summary should be written in complete sentences, and it should be about 5 to 10 sentences in length."
4346,,,1,"Write a summary of ""The Creative Spirit"".  The summary should be between 6--10 sentences.  Remember, a summary answers the question ""What is this about?""   Focus on the main ideas/themes.  Write IN YOUR OWN WORDS.  Do not quote the text.  Use as much new vocabulary as you can."
4347,,2 different topics,2&3,Answer Question #4 from Critical Reading on page 100 OR answer question #4 from Discussion/Composition on page 100.  Do NOT do both.  Choose one and write a paragraph (minumum 6 sentences).
4350,,Multiple topics,3,x
4351,,,2,Use 10 phrasal verbs!
4353,,,3,"Remember that a summary should only include the key points, characters, ideas or examples."
4356,,,3,I look forward to reading your ORIGINAL summar!
4409,,,1,"Write about how you feel in your home, office or classroom. What makes you feel good? What makes you feel bad? What would you like to change? Use at least 5 phrasal verbs (5 verbs for the lowest C, 7 verbs for the lowest B, 9 verbs for the lowest A). you can use the journal entry in Exercise 5 on page 166 as a model. You will be graded on:

_____ / 5 accuracy of grammar being studied
_____ / 2.5  frequency of grammar being studied 
_____ / 2.5 accuracy of other grammar
------------------------------------------------
_____ / 10  TOTAL SCORE"
4430,,"1 response is different, all 3 lang present",2,x
4466,,"different topics, same format",3,"Remember that a summary should only include the key points, characters, ideas or examples."
4479,,Different topics,3,x
4496,,"1 response is different, all 3 lang present",1,x
4497,,Different topics,3,"Submit your summary for your Outside Listening Report here. Your summary should be written in complete sentences, and it should be about 5 to 10 sentences in length."
4525,[1 korean response removed (not 60 words)],,2,"Use at least 5 adjective clauses.  Use at least one with each pronoun:  whose, who, that, which."
4531,,,2,"Directions:
Write a two-paragraph introduction in favor of, or against, mandatory military service. The first paragraph should be a hook, drawing in the reader. The second paragraph should be background, which narrows the focus. Also include the body topics and thesis statement in the second paragraph."
4549,,,2,"Your assignment is to ask a native speaker of English what the difference is between a ""buddy"" and a ""friend."" Their answers will vary. You should then write a paragraph of 5-7 sentences explaining the difference. Don't forget that a paragraph has a topic sentence, supporting sentences and a concluding sentence.

In your paragraph, be sure you:
- use ""who"" as a relative pronoun at least one time
- use ""that"" as a relative pronoun at least one time
- use ""whose"" as a relative pronoun at least one time

Please note that by using each of those relative pronouns correctly at least one time will earn you a grade of a C. In order to get an A, you should use them correctly at least two times each. This assignment is worth 10 points."
4591,,Different topics,3,Write a summary of the article you read for your Outside Reading assignment#2.
4604,,Different topics,3,Remember to include the title of the program in your summary.
4606,,,2,Imagine you are going to be on a reality TV show called Desert Island. You will be on the island for five weeks and can take only three of the following items.  Decide which 3 items you will take and explain why. Be sure to use the modals from unit 15 in your writing.
4642,,,2,Cut and paste your answer from your word document and place it here.
4644,,Multiple topics,3,x
4683,,,1,FOG 3 Part 5 Count/Non-Count Nouns Paragraph HW
4755,,,2,Unit 5: used to...
4772,,,2,above
4837,,,2,FOG 3 Unit 14 Paragraph homework
4867,,,1,"Title of Article:_____________________________ 
Author: ______________________________ 
Source:_______________________________ 

Vocabulary 
1. Word__________________  Part of Speech________ 
Definition (as used in article) __________________ 
__________________________________________________ 

2. Word__________________  Part of Speech________ 
Definition (as used in article) __________________ 
__________________________________________________"
4901,,,2,Write the introductory paragraph for your process essay.
4982,,,2,Write a movie review and practice using adjective clauses and phrases.  You may use the example in exercise 11 on page 208 for inspiration.  Write one or two paragraphs.
5003,,,1,summary writing
5008,,,1,"Practice Composition (Comparison/Contrast):
Small town/big city"
5009,,,2,"Write about a childhood memory.  It can be a person, a place, or even something ""bad"" that you did (!)."
5028,,,2,above
5031,,,1,"Summary for Ch. 3 Text 2 ""Curb Appeal"""
5039,,,3,"Choose an environmental issue to write about.  Explain why you think the issue is important and what should be done about it.

Pay special attention to your use of count, non-count nouns, and articles."
5044,,,2,"Accuracy of grammar points       / 5
Frequency                        / 2.5
Accuracy of other grammar        / 2.5
Question Type: Paragraph Writing

Write about how you feel in your home or apartment.  Look at the journal entry on page 166 as a guide.

Think about these questions to help you write:

What makes you feel good?  What makes you feel bad?  What would you like to change?  Use phrasal verbs to describe your feelings.  

Your paragraph should be a minimum of 10 sentences.  Use at least 6 phrasal verbs.

Have fun!"
5108,,,3,"Describe the situation fully, using plenty of supporting details.  Explain why the situation was funny for you.  Be sure to use different types of noun clauses."
5109,,Different topics,3,above
5117,,,1,Choose 1 theme (from above or another theme) and write a well developed paragraph discussing how the theme is present in each essay.  Give examples from the essay to illustrate the theme you have chosen.
5125,,,2,"Write a paragraph about what/who a friend is: follow the directions in the book for Unit 13 Ex. 10. Use relative clauses.

Accuracy of target gram.      /5
Freq./Variety target gram.     /2.5
Other Gram.                    /2.5
TOTAL                         /10"
5254,,,2,"Write a paragraph describing items you would want to take with you to a desert island; explain why you would need them. Choose three from the box on page 238 and add one of your own. Use modals in your explanations.

Accuracy Target gram.     /5
Var./Freq. Target Gram.    /2.5
Accuracy Other Gram.       /2.5

TOTAL                      /10"
5280,,,1,Ch. 7 Text 4 Summary
5294,,,1,"Describe your original intuitive feelings, explain why you ignored them, and speculate on what would or might have happened if you had acted intuitively.  Use conditional sentences and clauses with ""wish""."
5366,,,3,"In your story, include both direct speech and indirect speech (at least 4 examples of each).

If you want to choose a different situation to write a story about, you can."
5385,,2 different topics,3,Please submit the final draft of your argumentative essay.
5533,,Multiple topics,3,Cut and paste your paragraph here from your Word document.
5612,,,1,"Write 2-4 paragraphs describing the similarities AND differences between your typical Friday and your typical Sunday.

*Use at least 2 of these core vocabulary words:
access, anticipate, enhance, reveal, attribute, philosophy, rational, crucial, inherent, justify.

*Use at least 4 comparison/contrast signal words or phrases."
5760,,,1,"After reading about the university class at Penn which requires students to give up electronic devices, do you think you could do the same? What would you find most difficult to do without?"
5863,,,1,above
5865,,,3,"Okay.  After you've cut and pasted your corrected version here, you will be ready to edit it and submit the third version TOMORROW."
5904,,,3,above
5952,,At least 2 different topics,3,Write a one-paragraph summary of your article.  Begin with the most important idea and include the key details.  Make sure to use your own words!
5960,,,2,"Follow the directions on p.11(7).  Write at least 8 sentences, using at least 4 simple present verbs AND 4 present progressive verbs.  Ask your teacher if you have any questions."
5961,,,3,"Think about something that really happened to you, and practice using phrasal verbs to tell me about it."
5966,,Different topics,2,"Use the verb tenses that we have learned, and describe how you met someone.  Where did you meet?  What were you doing when you met?  Why is this person important to you?  Be sure to use the simple past tense, the past progressive tense and the simple present tense."
5968,,,1,Describe your study habits so far this semester.
6029,,,2,"Write a paragraph about a significant experience in your life.  What did you do when it happened?  How did it change you?  

--Write at least 6 sentences.  

--Use at least 2 past perfect and 2 past perfect progressive verbs. 

--Use 2 phrases from the list below.  

-I had never (verb) before...
-When it started...
-By the time it ended...
-I had always (verb) but...
-When I (verb), I had already (verb)...
-After this happened...

--If you have any questions, ask your teacher."
6070,,,2,"Write a paragraph or two describing a friend (follow the directions for Unit 13 Ex. 12, p. 219), OR write a paragraph about your SOUL MATE: for either topic, use at least five (5) adjective clauses. If you have any questions about this assignment, please email your teacher."
6105,,All 3 responses seemed to use different quotes,3,"Choose ONE quotation from either pp.218-219 OR p.235.  

Write one paragraph (6 sentences minimum) about what this quotation means to you.  Give examples from your own experience to support your ideas.

Use at least 4 adjective clauses in your paragraph."
,,,,
,,,,
Questions removed when shifting from deleter (3) to deleter (4),,,,
,,,,
question_id,Original Stim,,,
35,Look at Exercise 5-7 on page 86 of Refining Composition Skills.  Write a paragraph (7-12 sentences) using the information you see there.  Be sure you have a good topic sentence and good support.,,,
64,"Write sentences to complete this exercise.

If you submit the HW online by 8:00 pm Wed., Oct. 4, I will return it to you in class on Thursday.",,,
108,"Imagine that you are going to write an essay with this thesis statement: ""Education is more important to a nation's wealth than natural resources.""  Write an introductory paragraph of 5-9 sentences for this essay.  After your paragraph, write in parenthesis which kind of introductory paragraph it is- turnabout, dramatic entrance, relevant quotation or funnel (it may be more than one).",,,
140,Do Activity 4-6 on pages 98-99 (#s 1-4).  Use complete sentences in your answers.,,,
294,"relationship (1)
career (1)
insist (2)
suitable (2)
irresponsible (2)
wonder (3)
Add a word of your choosing.",,,
321,"Write the final draft of the Final Writing Assignment from Unit 1, page 23 of your textbook.

Proofread and revise your second draft.
You should have two paragraphs for this assignment.

Check to be sure that your topic sentences are clear and that all information in your paragraphs relates to your topic.

Check carefully for errors in grammar and punctuation.

Be sure that you have used cohesion devices and that you have used a variety of sentence structures in your writing.

Refer to the ""Grammar and Language Reference"" in your textbook for review of sentence types and noun phrases if you need assistance with these areas.",,,
387,"Today you interviewed a classmate.  Use the information you received to write a paragraph about that person's future plans.  

Write 6-7 sentences.  Use future time clauses such as until, not... until, when, after, before, while, and by the time.  Use as many DIFFERENT clauses as you can.

Don't forget to identify the person you are talking about.",,,
445,"Write the first draft of your explaining essay.
Think about the techniques for explanatory writing.
Use facts, cause and effect, modals, and adverbs of frequency to control your generalizations.
Cite at least one outside source in your essay.

As always, be sure that everything in your essay is related to the thesis statement.

Print a copy of your essay and bring it to class on Thursday, March 1 for a peer review.",,,
462,"Write the second draft of your explanatory essay.  Use the information from your peer review to guide your revision.
Be careful to review Chapter 3 and to use the techniques for explaining.
Be sure that you do not use ""stated you"" sentences or imperatives in this essay.
Your essay should be 4-5 paragraphs.
Check your thesis statement, and be sure that all information in the body of your essay relates to the thesis.
Bring a copy of your paper to class on Tuesday, March 13.",,,
557,"Write a dialogue between yourself and a new ELI student.  The new student will ask questions such as ""Where is a good place to eat lunch?""  and you will have to answer using modals.  Use at least 10 modals total, and at least 6 different ones.

Ex.  Som:  What is a good place to eat lunch?
       Janine:  You might want to try the trucks.  They are cheap, but good, so you should be able to save some money.",,,
1063,Topic:,,,
1176,"What advice would you give to a new ELI student to help them succeed in learning English?

Hints:
Think of things that you do that help you succeed.
What is the most important thing that you do?
You can talk about doing homework, making friends, living in the U.S.A. or anything else that relates to this topic.",,,
1209,Paragraph with Mistakes,,,
1210,Corrected Paragraph,,,
1250,0,,,
1352,"Choose either 

the causes 0f heart disease 

OR 

the causes for the failure of the Undergrad Grill

as a topic for an essay. Follow the directions and suggestions in your textbook (pp. 108-111).",,,
1401,cause and effect essay:,,,
1543,0,,,
1657,persuasive essay...,,,
1685,Copy and paste your essay in the space below.  DO NOT DOUBLE SPACE.  DO NOT INCLUDE MY NAME OR YOUR NAME.  The only thing you are submitting here is your essay.,,,
1710,"COPY AND PASTE THE FINAL VERSION OF YOUR ESSAY HERE.  THIS IS THE VERSION THAT I AM GOING TO GRADE!

DON'T FORGET:
- NEVER INCLUDE YOUR NAME OR MY NAME
- DO NOT DOUBLE SPACE

YOU MUST BRING TO CLASS FRIDAY THE FIRST VERSION OF YOUR ESSAY THAT HAS YOUR PEER COMMENTS AND THE PEER REVIEW WORKSHEET.",,,
1825,Make sure that the version of your essay that you submit is single spaced and does NOT include your name.,,,
2005,Discuss the meaning and the humor of 2 or 3 of the bumper stickers on p. 373.  Use each of the phrases or clauses in the box in your commentary.   Be sure to use complete sentences!,,,
2303,"When you submit your essay online, do NOT double space and do NOT include your name or my name.",,,
2334,Remember to include your prewriting activity AND your paragraph!,,,
2554,"Assignment: Write an in-class compare/contrast ESSAY on one (1) of the topics below:
?        your home city and Pittsburgh
?        The ELI and another school or university you have attended
?        Dating customs in your country and in America
?        A topic of your choice",,,
2587,"implement:  verb 
to put a plan or system into operation",,,
2589,"integrate:  verb
to end the practice of separating people of different races in schools, colleges etc",,,
2590,"integrate:  verb
To combine 2 or more things in order to make an effective system",,,
2732,Retype the passage with the appropriate corrections.,,,
2788,What is the correct way to write an email to a friend/ professor about a class assignment?,,,
2797,Write the first draft of your comparison/contrast essay and submit it here.  Use the essay plan on p.124 of your textbook to help you.  Please ask your teacher if you have ANY questions.,,,
2850,Choose 3 of the pairs listed in Discussion/Composition question #1.  Define the difference between the two terms and how this difference relates to creativity.  (Read question #4 before you answer this.),,,
2868,good luck!,,,
2889,List the positive (P) and negative (N) aspects of stereotypes.  Be sure to paraphrase the opinions of the different people cited.,,,
2949,"Revise, edit, and do your best to improve your draft. 

Be sure to follow the correct format for your essay. (See p.135.)

Remember to include one in-text citation and to bring your article to class.

If you have any questions, please ask your teacher.",,,
2977,"B.  Ask your partner questions using the words below.  
        1.  First, decide the correct form of each question.  
        2.        Second, ask your partner the questions.  Write his or her answers.

        What is your partner's name?  ____________________________________

Questions about your partner?s name:
                                   Question:                         Answer:
1.  what/name/mean
2.  use/title
3. have/nickname 
4. what/friends/call        
5.  how/feel/your name        
6.  (write your own question)

General questions:
                                           Question:            Answer:
1.        where/come from                                        
2.        where/live in Pittsburgh
3.        why/study English        
4.        what hobbies/like/do
5.        (write your own question)",,,
3021,"accuracy  ____/5
frequency/variety ____/2.5
appropriateness  _____/2.5",,,
3035,Remember to include the changes discussed in class!,,,
3078,Remember to include concluding and introductory paragraphs!,,,
3091,Write a conversation between two reality show contestants. They are going to be on a desert island for two weeks and have to choose 3 things to bring with them.  Use at least six (6) modals and similar expressions in their conversation. Make sure the speakers explain why they have to bring the things they suggest.,,,
3287,xx,,,
3466,xx,,,
3501,xx,,,
3843,"Fix all the errors you made in your paragraph from HW 13.  Also, change the adjective clauses to adjective phrases if possible.",,,
3853,See directions above.,,,
3854,See directions above.,,,
3881,"After you finish your composition, complete the 'self-editing checklist' to make sure you have covered everything in the composition.",,,
3988,"Think of 5 famous people, places or things.  Do NOT write the name of the person, place or thing that you are writing about.

Write several (3-4) clues about each of your 5 items.  In class, we will guess who you are writing about.

See Ex. 5 p. 256 for examples.",,,
4349,x,,,
4352,"Answer the 4 questions for Discussion/Composition on p. 100 and question #3 (Before You Begin) on page 96 in your book. Write in complete sentences and in good English, please.",,,
4431,above,,,
4641,x,,,
4966,Short Answer: Use the Timeline and Unit 2 Ex. 4 p. 16 as a guide. Write a personal timeline of major life events. Then write at least 5 sentences about yourself describing significant events in your life. Use the grammar we are studying!    /10,,,
5277,"If you are a college student, an average day is filled with challenges: you have to avoid running into Professor Jones whose class you missed because you overslept you have to race  across the campus at high speed to reach your next class which is always at the other side of the campus and you have to secretly prepare your homework assignment during class hoping all the time that the teacher will not catch you.",,,
5283,"Argumentative Essay #2 (topic, thesis statement, 3 brief arguments, and 3 brief rebuttals).",,,
5618,"Copy the paragraph that your teacher gives you, and pay special attention to the formatting and the mechanics.",,,
5634,"Cut and paste the paragraph that you typed in the 'In-Class Exercise', and then correct the mistakes.",,,
5675,"Type the essay on page 165 and correct the errors.  Also, practice letting Microsoft Word show you some of your mistakes.",,,
5906,"Exercise 5: ID & non-ID AC (p.231) 
Combine the pairs of sentences.  Make the second sentence an adjective clause.  (Remember, the AC should follow the noun that it is describing.)  Omit relative pronouns when you can.  Use commas where appropriate.",,,
,,,,
Questions removed after shifting from deleter (3) to deleter (4) and checking if all 3 languages present,,,,
question_id,Reason for Removal,Original Stim,,
4643,"Only 1 response, no Korean or Chinese","Imagine that your friend will travel to your home country to work.  Give some advice about customs in the ""working world.""  See the examples on p.162(7) to help you get started.  

Write a total of 6 sentences.  If you have any questions, please ask your teacher.",,
1342,"Only 1 response, no Korean or Chinese",What do you usually think about when your airplane takes off at the beginning of a trip?,,
,,,,
Questions removed on deleter (6),,,,
question_id,Reason for Removal,Original Stim,,
2880,copy paste question,"manipulate 
to control something or someone to your advantage, often unfairly or dishonestly",,
2108,copy paste question,Make your report of this conversation be a report - meaning a coherent paragraph.  Think about how the reporting verbs can contribute to this coherence.,,
,,,,
Questions removed on deleter (7),,,,
question_id,Reason for Removal,Original Stim,,
284,"Only 1P, assumed it was 285 not 284?","Write 4 sentences about your favorite comfort food.   What is it?  When do you eat it?  Use some of these words:  healthy, sweet, hot, contains, feel, worried, better, believe, prefer",,
285,"No Spanish, the 1 Spanish was actually 284",Do ex.11 on p.31.,,
340,"Only 1P, assumed it was 341 not 340?","Write at least 4 sentences to answer Barbara's question on p. 16.  ""What do you think is the most useful invention of all time?""  Use at least 5 new words from Chapters 1 and 2 in Unit 2.",,
341,"No Spanish, the 1 Spanish was actually 340",Rewrite paragraph #1 from exercise 5-16 (page 99). Add transitions wherever appropriate.,,
4436,No Chinese after 1 chinese removed for not having 60 words,"(1) Write a one-paragraph summary.  (2) Also, choose two vocabulary words from the article and write the part of speech, the definition, and an example in context.  (3) Be sure to hand in the article to me, as well.",,
2810,No Spanish after 1 spanish removed for not having 60 words,"Here are some verbs that you can use:

call back     come up     end up        figure out      find out    give up
go on           go over      hang up      hold on          keep on    pick up
sign up        talk into     think over   turn down     turn out    wake up",,
,,,,
Questions removed while checking each ID,,,,
question_id,Reason for Removal,Original Stim,,
89,Possibly bad question as it asks participants to copy and fix a paragraph,"Find the errors in the paragraph below.  Rewrite the paragraph without the errors.

     Very dificult to say which sport is most popular one in the United States.  More people watches baseball than any another sport.  But that is because there are so many professional baseball game (each team plays 162 games per year).  The average attendance figures for professional football is higher althogh there are not so many games (only 16 for each team per year).  basketball also popular, especialy in the big citys  In addition, there are sevral other sports have milions of fans.  These including ice hockey, soccer, golf and tenis  there is no single sport that dominate the hole country.",,
2847,"Possibly bad question, very similar responses from all 3 participants",You are writing a letter to new members of your running club. Many of the new members are discouraged because it is taking them so long to run five miles. You want to encourage them to continue running. Write a letter to them encouraging them to continue running. Using the facts and statistics in the chart on page 53 of your text to support the main idea of your paragraph.,,
